index,T1_CPU,T1_Time,T2_CPU,T2_Time
165,48,1.8055245876312256,335,1.8335657119750977
166,159,1.808746099472046,401,1.8334197998046875
167,85,1.8056104183197021,218,1.829603910446167
168,320,1.8334097862243652,107,1.8255372047424316
169,345,1.8326022624969482,166,1.8240272998809814
170,18,1.8134703636169434,5,1.8134703636169434
171,77,1.8051035404205322,172,1.8256235122680664
172,102,1.8094816207885742,208,1.8294618129730225
173,319,1.8241276741027832,151,1.8241276741027832
174,217,1.8076694011688232,571,1.8276679515838623
175,8,1.8019366264343262,28,1.8227956295013428
176,138,1.8269362449645996,15,1.8189899921417236
177,219,1.8276045322418213,76,1.8175272941589355
178,142,1.809229850769043,454,1.8392746448516846
179,271,1.8295762538909912,8,1.8095810413360596
180,95,1.8033814430236816,222,1.8233311176300049
181,125,1.808204174041748,303,1.8319625854492188
182,49,1.8036830425262451,186,1.8290271759033203
183,7,1.8011999130249023,224,1.830207347869873
184,431,1.827509880065918,77,1.8174102306365967
185,106,1.8087913990020752,252,1.8287749290466309
186,134,1.8307468891143799,37,1.8182399272918701
187,8,1.801572322845459,316,1.8335938453674316
188,220,1.8087468147277832,638,1.837472677230835
189,60,1.805030107498169,121,1.8253161907196045
190,150,1.8229389190673828,75,1.813011884689331
191,96,1.8042850494384766,401,1.832918405532837
192,406,1.8333191871643066,72,1.821441411972046
193,33,1.8046462535858154,166,1.8294661045074463
194,384,1.8272926807403564,171,1.8272926807403564
195,148,1.8291869163513184,35,1.820690393447876
196,417,1.8296899795532227,155,1.8200039863586426
197,40,1.801248550415039,440,1.831315279006958
198,15,1.8069660663604736,34,1.8269734382629395
199,123,1.8096814155578613,364,1.834676742553711
200,59,1.8046648502349854,160,1.8287899494171143
201,30,1.8061761856079102,245,1.8267271518707275
202,234,1.8298351764678955,97,1.8201472759246826
203,98,1.8252105712890625,41,1.8212363719940186
204,216,1.833207607269287,16,1.821239948272705
205,432,1.833242416381836,170,1.8257265090942383
206,8,1.8009872436523438,297,1.8339149951934814
207,153,1.8285133838653564,16,1.8195888996124268
208,50,1.8045616149902344,306,1.833885908126831
209,213,1.8305540084838867,95,1.8219835758209229
210,525,1.8279328346252441,203,1.8178491592407227
211,61,1.8011932373046875,192,1.830993890762329
212,99,1.7979240417480469,507,1.8378303050994873
213,46,1.8020689487457275,317,1.833082914352417
214,130,1.8234643936157227,44,1.8159615993499756
215,277,1.8087985515594482,604,1.8334076404571533
216,79,1.80375337600708,275,1.8288226127624512
217,19,1.7963247299194336,52,1.816328525543213
218,13,1.805065393447876,244,1.8334877490997314
219,449,1.8341779708862305,76,1.8215231895446777
220,26,1.798875331878662,107,1.828946590423584
221,187,1.827864646911621,55,1.8187963962554932
222,184,1.8294734954833984,84,1.8208796977996826
223,229,1.8337397575378418,23,1.8210883140563965
224,38,1.7984492778778076,124,1.828505039215088
225,63,1.8067257404327393,157,1.8262784481048584
226,91,1.801316499710083,458,1.8313486576080322
227,55,1.8056135177612305,155,1.8296315670013428
228,303,1.8332571983337402,112,1.8251123428344727
229,128,1.8251004219055176,55,1.8169996738433838
230,186,1.8291773796081543,40,1.8205385208129883
231,373,1.8335719108581543,179,1.825380563735962
232,59,1.8230652809143066,12,1.8131849765777588
233,316,1.832540512084961,4,1.8169043064117432
234,48,1.7968430519104004,440,1.8365516662597656
235,41,1.826932668685913,10,1.819096565246582
236,317,1.833723545074463,137,1.825547456741333
237,290,1.8315155506134033,59,1.8213014602661133
238,202,1.8002490997314453,504,1.8316705226898193
239,136,1.8251190185546875,62,1.8171799182891846
240,175,1.8296034336090088,30,1.8198766708374023
241,260,1.8328142166137695,112,1.8248355388641357
242,431,1.8326592445373535,100,1.8206348419189453
243,250,1.8323869705200195,59,1.8205146789550781
